"SITE_ID","YEAR","IGBP","EC_HEIGHT","HEIGHTC","HEIGHTC_UPPER","HEIGHTC_LOWER","WD","N.sample","ha.mdl.q025","ha.mdl.q250","ha.mdl.q500","ha.mdl.q750","ha.mdl.q975"
"CA-Gro",2009.5,"MF",43.3,NA,NA,NA,225,1124,20.2536255067357,21.5995871315776,22.4271870107617,23.2234901942487,25.1860389682808
"CA-Gro",2010.5,"MF",43.3,NA,NA,NA,225,1211,21.070414149281,22.6985649411376,23.522680576532,24.5092073000316,26.2646729957568
"CA-Gro",2011.5,"MF",43.3,NA,NA,NA,225,1407,19.8200701279957,21.1646555426084,22.0341298573602,22.8396530356416,24.7157820801877
"CA-Gro",2012.5,"MF",43.3,NA,NA,NA,225,1035,19.6813251959586,20.9622209446906,21.8197917171465,22.6685343030193,24.3959859919313
"CA-Oas",1996.5,"DBF",39,21,NA,NA,292.5,1263,21.5661908256877,23.1154920948832,23.9468749929094,24.8006064993902,26.5373066032554
"CA-Oas",1997.5,"DBF",39,NA,NA,NA,292.5,1090,22.4872119234843,23.7373366393932,24.5781529593908,25.4394972425002,27.0589636584595
"CA-Oas",1998.5,"DBF",39,NA,NA,NA,315,1058,21.0379869851165,22.2736200241378,23.0382404597901,23.8675066801928,25.5394747704255
"CA-Oas",1999.5,"DBF",39,NA,NA,NA,292.5,1407,20.1186828280367,21.5883910403095,22.3638291029224,23.1146587448228,24.6477162730634
"CA-Oas",2000.5,"DBF",39,NA,NA,NA,292.5,1177,19.6722258873611,21.0865592540928,21.9940832475709,22.7988384783309,24.4925525983067
"CA-Oas",2001.5,"DBF",39,NA,NA,NA,292.5,1559,20.0262753263118,21.3526764764829,22.0411448078237,22.7891669884347,24.3937250613872
"CA-Oas",2002.5,"DBF",39,22,NA,NA,292.5,1405,21.3096598674989,22.5987420372719,23.3555753568195,24.2016362626971,26.0007914174345
"CA-Oas",2003.5,"DBF",39,NA,NA,NA,315,1612,21.4799371007193,22.914232961204,23.6099974341779,24.4809094409702,26.09501072974
"CA-Oas",2004.5,"DBF",39,NA,NA,NA,292.5,1044,20.3360350929478,21.7371001660768,22.5333626894977,23.3937358014155,25.1051250439906
"CA-Oas",2005.5,"DBF",39,NA,NA,NA,292.5,1482,22.5034108782136,24.0212854921874,24.7781039684492,25.6889545401331,27.4762487610128
"CA-Oas",2006.5,"DBF",39,NA,NA,NA,292.5,1418,21.2335399303812,22.7946570909673,23.6569520165231,24.5076734216647,26.1677811302485
"CA-Oas",2007.5,"DBF",39,NA,NA,NA,315,1313,21.1145114317998,22.5862363643103,23.3265910005908,24.2290944661375,25.9140519734348
"CA-Oas",2008.5,"DBF",39,NA,NA,NA,315,1313,21.217032532583,22.5311270508971,23.3185296728596,24.1797576005134,25.9331329321834
"CA-Oas",2009.5,"DBF",39,NA,NA,NA,315,1115,22.3989027234432,23.8413963172236,24.6795207692122,25.5123421873206,27.0728632299332
"CA-TPD",2012.5,"DBF",35.7,NA,NA,NA,270,1497,21.7183669925101,22.9934722327836,23.7496717240081,24.5225596906347,26.0395612232509
"CA-TPD",2013.5,"DBF",35.7,25.7,NA,NA,270,1949,22.0785066523766,23.4570352142817,24.2016738632266,25.0370597904995,26.765293833388
"CA-TPD",2014.5,"DBF",35.7,NA,NA,NA,270,1885,22.6225091961212,24.0467923946807,24.840764534883,25.6294893295101,27.2388532158701
"US-Bn2",2002.5,"DBF",10,5,NA,NA,67.5,2401,1.62986340868681,1.79284844149914,1.90439314368868,2.01417384743076,2.29528728655976
"US-Bn2",2003.5,"DBF",10,NA,NA,NA,67.5,1854,1.69111524860631,1.85599463761028,1.97403382063727,2.09172952988251,2.37109816737115
"US-Dix",2005.5,"MF",15.5,11.8,NA,NA,315,671,14.7544281903238,15.2150089619261,15.4387158222337,15.6209020740578,15.8790464962466
"US-Dix",2006.5,"MF",15.5,NA,NA,NA,292.5,568,14.4880237711053,14.9562162665018,15.1984103168122,15.4057645458872,15.8032700142117
"US-Dk2",2001.5,"DBF",39.8,NA,NA,NA,225,1101,26.3324501365726,27.6637997949258,28.5228639285824,29.3565580823072,31.1679574214138
"US-Dk2",2002.5,"DBF",39.8,NA,NA,NA,225,980,25.7023695725103,27.1907031615851,28.0206814772188,28.8801280374858,30.5892394119405
"US-Dk2",2003.5,"DBF",39.8,NA,NA,NA,225,1304,26.1612206834605,27.6218192236963,28.4195691088195,29.3872561229967,31.1679838659937
"US-Dk2",2004.5,"DBF",39.8,NA,NA,NA,225,1032,26.2836103135954,27.958235677272,28.7638269818311,29.7310104752099,31.6797615696632
"US-Dk2",2005.5,"DBF",39.8,25,NA,NA,225,1064,27.0751613650531,28.6617577902616,29.5059258946293,30.3416730308587,32.1088663161039
"US-Dk2",2006.5,"DBF",39.8,NA,NA,NA,225,1099,26.6775391926621,28.2286389216049,29.1076000317589,29.957090758765,31.9508639802703
"US-Dk2",2007.5,"DBF",39.8,NA,NA,NA,225,1199,27.4155670487809,28.8128040114252,29.6677363486202,30.5068286509243,32.5618245437177
"US-GMF",1999.5,"MF",34,19,22,16,360,2078,28.9482156502921,30.4048995545114,31.0641959372905,31.7548255136258,32.9497720089861
"US-GMF",2000.5,"MF",34,NA,NA,NA,360,2191,28.5821817726125,29.9265741088357,30.5373468909709,31.3345062325266,32.526234888148
"US-GMF",2001.5,"MF",34,NA,NA,NA,360,1469,27.0169150469406,28.3530244696924,29.0246915520269,29.7597877131665,31.2028970012167
"US-Ha1",1992.5,"DBF",30,NA,NA,NA,292.5,722,25.7424769478614,26.9057651780946,27.4645116907765,28.0108380571263,28.7285455300222
"US-Ha1",1993.5,"DBF",30,NA,NA,NA,292.5,831,28.2363583597803,29.0791713578724,29.4845360536198,29.8390004910261,30.3251984686004
"US-Ha1",1994.5,"DBF",30,NA,NA,NA,292.5,947,26.6441527049991,27.6633616229269,28.1624104465558,28.6285400923353,29.3064016737764
"US-Ha1",1995.5,"DBF",30,NA,NA,NA,292.5,936,27.3860210773036,28.4007524648604,28.8888526605495,29.2953664312274,29.9590135706582
"US-Ha1",1996.5,"DBF",30,NA,NA,NA,292.5,842,27.2300308692651,28.4070808126756,28.8756230708434,29.3151574614951,30.0040392860384
"US-Ha1",1997.5,"DBF",30,NA,NA,NA,292.5,946,26.852807537955,27.8861739303419,28.4683406839583,29.0277922929968,29.8226697263824
"US-Ha1",1998.5,"DBF",30,25,NA,NA,337.5,553,27.5183200198103,28.2690005488201,28.6008574250421,28.9915714723029,29.6214501012644
"US-Ha1",1999.5,"DBF",30,NA,NA,NA,292.5,1033,28.5888063466817,29.5166858016397,29.8984169903026,30.1432020374927,30.5441683852732
"US-Ha1",2000.5,"DBF",30,NA,NA,NA,292.5,1004,28.3391194561654,29.3182987340152,29.6365575338393,29.904137400948,30.3291076101334
"US-Ha1",2001.5,"DBF",30,NA,NA,NA,292.5,803,28.1958206924104,29.0747486288312,29.4482990354021,29.7971206360855,30.2863488752689
"US-Ha1",2002.5,"DBF",30,NA,NA,NA,292.5,846,27.9757421771986,28.8768291445155,29.2206365039583,29.5432856311088,30.0902688615655
"US-Ha1",2003.5,"DBF",30,NA,NA,NA,292.5,1025,28.5708932815711,29.3518781279212,29.7092937961671,30.0135422545272,30.4233628264951
"US-Ha1",2004.5,"DBF",30,NA,NA,NA,337.5,789,27.8476433631642,28.7704075320781,29.1577726061596,29.4612785934093,29.9820020610891
"US-Ha1",2005.5,"DBF",30,NA,NA,NA,292.5,988,28.4688290094045,29.2523734227104,29.6617379860119,30.1000307229161,30.7824832306023
"US-Ha1",2006.5,"DBF",30,NA,NA,NA,292.5,1192,28.9467657703547,29.8111516688676,30.166211162958,30.4379043439256,30.9030047741918
"US-Ha1",2007.5,"DBF",30,NA,NA,NA,292.5,486,28.8649273602233,29.7396522868708,30.0885486200324,30.3663918381517,30.879017152315
"US-Ha1",2008.5,"DBF",30,NA,NA,NA,292.5,828,28.7283141557586,29.2783123638198,29.5304980385918,29.7837559566714,30.1688440545753
"US-Ha1",2009.5,"DBF",30,NA,NA,NA,292.5,1057,28.9146829065431,29.6534001864869,29.9751209539636,30.2791888054433,30.768394758055
"US-Ha1",2010.5,"DBF",30,NA,NA,NA,292.5,1015,29.2935894883097,30.022358400156,30.2730127545768,30.4945991880127,30.8559692810248
"US-Ha1",2011.5,"DBF",30,NA,NA,NA,292.5,865,29.2035498267841,29.980656413028,30.2190870160955,30.4622801018427,30.8618063814351
"US-Ha1",2012.5,"DBF",30,NA,NA,NA,292.5,1034,29.1902330106278,29.9717432983775,30.278852653885,30.5475899031473,30.964389348242
"US-Ha1",2013.5,"DBF",30,NA,NA,NA,292.5,779,29.8458672872487,30.4776293424171,30.7238072535633,30.915246555026,31.2192647722462
"US-Ha1",2014.5,"DBF",30,NA,NA,NA,292.5,857,29.4454766959976,29.9174323634887,30.1672439358396,30.3861279357538,30.7648776942537
"US-MMS",1999.5,"DBF",46,27,NA,NA,202.5,218,19.7304579939109,21.3961075901817,22.3359565775729,23.3382842929753,25.3313167683657
"US-MMS",2000.5,"DBF",46,NA,NA,NA,225,375,19.354409526567,20.840625802298,21.7481908495931,22.6426804770292,25.1080493619755
"US-MMS",2001.5,"DBF",46,NA,NA,NA,225,721,18.3516535860736,20.1962883488117,21.1855891974273,22.3160090592447,24.3035020542294
"US-MMS",2002.5,"DBF",46,NA,NA,NA,225,561,18.7332773577011,20.5975680099857,21.548092291394,22.5275568857948,24.5792392281036
"US-MMS",2003.5,"DBF",46,NA,NA,NA,225,676,18.6004672923537,20.2048637432192,21.0894555523144,22.0885616129941,24.2933639701774
"US-MMS",2004.5,"DBF",46,NA,NA,NA,202.5,596,19.2373314917675,20.9419803551204,21.8152350033591,22.8527174784664,24.9954567006233
"US-MMS",2005.5,"DBF",46,NA,NA,NA,202.5,606,18.8069753505269,20.1513339725306,21.0249323726255,21.8939661930957,23.7985347236167
"US-MMS",2006.5,"DBF",46,NA,NA,NA,202.5,565,18.388225913091,19.8602469497635,20.7759711124672,21.777719254178,24.0018545231397
"US-MMS",2008.5,"DBF",46,NA,NA,NA,202.5,466,18.5305394662611,20.1077467032342,20.8475140452408,21.740173953893,23.7269357126074
"US-MMS",2009.5,"DBF",46,NA,NA,NA,202.5,555,19.357259060792,21.0133924617668,21.9654067187883,23.0024182503771,25.1714626905639
"US-MMS",2010.5,"DBF",46,NA,NA,NA,202.5,580,19.3426257146649,20.8823135821624,21.8544286998348,22.8443581667445,25.193077074404
"US-MMS",2011.5,"DBF",46,NA,NA,NA,202.5,662,18.081758024686,19.6885589469628,20.5048467164084,21.4145894517358,23.2127604420456
"US-MMS",2012.5,"DBF",46,33.2,NA,NA,202.5,569,18.9700883459276,20.5567122239601,21.450620451608,22.4574852583518,24.4958426287191
"US-MMS",2013.5,"DBF",46,33.6,NA,NA,225,601,18.3077533080638,19.615636742246,20.4298260810305,21.3277963504038,23.3363877681583
"US-MMS",2014.5,"DBF",46,34,NA,NA,202.5,515,18.0993272146139,19.661971656734,20.4428530462491,21.526985722463,23.2287660771777
"US-Oho",2004.5,"DBF",32,24,NA,NA,45,1574,27.3388903132572,28.5105384696441,29.0756114478887,29.5197601242954,30.3035288418535
"US-Oho",2005.5,"DBF",32,NA,NA,NA,22.5,2102,27.6902576853894,28.890214455776,29.5127200847098,30.1538859351775,31.156558052705
"US-Oho",2006.5,"DBF",32,NA,NA,NA,45,1838,28.0918198452134,29.3334704001002,29.9875194943857,30.6334061584834,31.6781613502828
"US-Oho",2007.5,"DBF",32,NA,NA,NA,45,1323,28.3654549966373,29.5429450256506,30.2359367613012,30.7508410007304,31.5225165060887
"US-Oho",2008.5,"DBF",32,NA,NA,NA,45,1261,28.029703117015,29.2274480043847,29.822162460938,30.4056383297425,31.3015144905168
"US-Oho",2009.5,"DBF",32,NA,NA,NA,67.5,1037,27.5341110078636,28.6527162188741,29.3354696865785,29.8702332331946,30.8725009974572
"US-Oho",2010.5,"DBF",32,NA,NA,NA,67.5,1654,27.3325311726721,28.5995407330868,29.2274797500308,29.8007856943666,30.9479177787601
"US-Oho",2011.5,"DBF",32,NA,NA,NA,45,2393,27.6617016928696,28.8778183937113,29.5715928911268,30.1578247499877,31.3010308513846
"US-Oho",2012.5,"DBF",32,24.5,NA,NA,45,2298,28.3129605446022,29.5143583656048,30.0996641338213,30.7175722085791,31.7857787697788
"US-Slt",2005.5,"DBF",18.5,9.5,NA,NA,292.5,1888,15.4876997523579,16.1995280348295,16.5242590988957,16.8630163444186,17.4802532229951
"US-Slt",2006.5,"DBF",18.5,NA,NA,NA,292.5,1938,15.8946461704168,16.5541214774387,16.8836601717218,17.186386474703,17.7867535271102
"US-Slt",2007.5,"DBF",18.5,NA,NA,NA,292.5,1521,15.9769928871925,16.5945429242503,16.931059110285,17.2787489863281,17.8332354515684
"US-Slt",2008.5,"DBF",18.5,NA,NA,NA,292.5,2042,15.5659051175437,16.2147496087265,16.5486359823541,16.9387983458602,17.550077894806
"US-Slt",2009.5,"DBF",18.5,NA,NA,NA,292.5,2214,15.4710422347422,16.0906773625891,16.4410101728441,16.8098331621213,17.4023315119803
"US-Slt",2010.5,"DBF",18.5,NA,NA,NA,292.5,2281,15.3222619992611,15.9063942546397,16.19911447256,16.5176463201873,17.0861232825978
"US-Slt",2011.5,"DBF",18.5,NA,NA,NA,292.5,1900,15.4166041655772,16.0501712722465,16.4291167006606,16.7788558138042,17.3552140190563
"US-Slt",2012.5,"DBF",18.5,NA,NA,NA,292.5,1923,15.5553676879975,16.1742679635685,16.4818945898183,16.8130306153593,17.2993450385023
"US-Slt",2013.5,"DBF",18.5,NA,NA,NA,292.5,1787,15.4089956882404,16.0837412101673,16.4672727222034,16.8257342845765,17.4057792407339
"US-Syv",2001.5,"MF",36,NA,NA,NA,247.5,1963,21.090819377979,22.3921574599202,23.0393301387731,23.819045346835,25.2158425978398
"US-Syv",2002.5,"MF",36,NA,NA,NA,247.5,1726,21.437353361044,22.6800993592415,23.3391406861059,24.0983330035739,25.5404931079483
"US-Syv",2003.5,"MF",36,NA,NA,NA,247.5,1421,21.4901507543244,22.8085276046157,23.5255466602421,24.2671510569045,25.8654853430832
"US-Syv",2004.5,"MF",36,NA,NA,NA,247.5,1968,21.1580884198814,22.4436450942517,23.1286811883502,23.8880253235514,25.3543544113084
"US-Syv",2005.5,"MF",36,NA,NA,NA,247.5,1863,20.5794016406333,21.9095762985943,22.6241385820037,23.3230450518029,25.0137660316088
"US-Syv",2006.5,"MF",36,NA,NA,NA,225,1812,21.088662090936,22.4143376720677,23.146005648992,23.9044351419753,25.9451322777694
"US-Syv",2007.5,"MF",36,NA,NA,NA,247.5,1850,21.0027935804053,22.1423587860858,22.8532169266731,23.5329839757449,25.2256230294252
"US-Syv",2012.5,"MF",36,NA,NA,NA,225,911,18.607550776315,19.9198860405176,20.5912291264075,21.2754190579055,23.1132062227846
"US-Syv",2013.5,"MF",36,21.2,28.3,NA,225,1552,21.2514715617926,22.5034064287665,23.2366877601347,24.0042482172802,25.519505192764
"US-Syv",2014.5,"MF",36,NA,NA,NA,225,1120,22.0881960179526,23.3526452501364,24.0595959023021,24.8943272538021,26.3780645434562
"US-Ton",2001.5,"WSA",23,NA,NA,NA,315,74,8.20679540991715,9.60688767481737,10.6418583232839,11.7168821084285,13.2400001897407
"US-Ton",2002.5,"WSA",23,8.4,NA,NA,315,111,9.51857700670199,11.2897752283266,12.2595965560474,13.1476312733848,14.7730353468244
"US-Ton",2003.5,"WSA",23,NA,NA,NA,315,135,9.73457425992449,11.0322067763882,11.8470947492865,12.7458527592215,14.280876708585
"US-Ton",2004.5,"WSA",23,NA,NA,NA,315,94,9.66832558373856,11.7380182616191,12.4236955782692,13.0622687730236,14.3997605140488
"US-Ton",2005.5,"WSA",23,NA,NA,NA,292.5,110,11.0832342479146,12.4192171947207,13.1561446147632,13.8262379856039,15.2294626103782
"US-Ton",2006.5,"WSA",23,NA,NA,NA,292.5,109,11.1097114999525,12.2175147552171,12.7963091684325,13.4267757844637,14.5666042121296
"US-Ton",2007.5,"WSA",23,NA,NA,NA,315,114,11.2288359898858,12.566852956057,13.1794942423704,13.8740253880615,15.2535338391535
"US-Ton",2008.5,"WSA",23,11.9,NA,NA,292.5,112,10.5556298998014,11.7474922621384,12.3866591886988,13.1232833094993,14.5398971515871
"US-Ton",2009.5,"WSA",23,NA,NA,NA,315,145,10.8669666417806,11.8573239732172,12.480268362798,13.1524519266202,14.5541747775667
"US-Ton",2010.5,"WSA",23,NA,NA,NA,315,96,9.72338328247165,11.9352063242571,12.8091797811933,13.6751723880842,15.4842412254501
"US-Ton",2011.5,"WSA",23,NA,NA,NA,315,115,11.5947155177862,13.0575162247922,13.9828522861152,14.6899055688594,16.1622876450407
"US-Ton",2012.5,"WSA",23,NA,NA,NA,315,105,10.6120931641371,12.0802071384812,12.6955352649674,13.2831233951919,14.3500307043118
"US-Ton",2013.5,"WSA",23,NA,NA,NA,315,113,11.8026845398033,13.4282947956825,14.0914809200537,14.7474647262024,15.9357280244116
"US-Ton",2014.5,"WSA",23,NA,NA,NA,292.5,99,11.1698999174204,12.2842362564628,12.9264260264438,13.6447525683698,15.0715894474809
"US-UMB",2000.5,"DBF",46,21,NA,NA,315,515,19.8710438558263,21.2934896066268,22.1187585155765,23.0932639212995,24.8423965301445
"US-UMB",2001.5,"DBF",46,NA,NA,NA,315,484,18.6092669424515,20.0937233300937,20.9581161786931,21.9344591390354,23.674689882954
"US-UMB",2002.5,"DBF",46,NA,NA,NA,315,540,18.5870727158575,19.9201346416449,20.8034290812288,21.6875402651705,23.6422347953335
"US-UMB",2003.5,"DBF",46,NA,NA,NA,315,609,16.2479713978283,17.693998753077,18.5037048274136,19.3920817697256,21.3924564608099
"US-UMB",2004.5,"DBF",46,NA,NA,NA,315,370,15.1855439753589,16.5138162096816,17.2230897526244,17.9991887898007,19.7126063567291
"US-UMB",2006.5,"DBF",46,NA,NA,NA,292.5,404,16.0179413940575,17.4572248699559,18.28667638237,19.1182637894996,20.7918072672969
"US-UMB",2007.5,"DBF",46,NA,NA,NA,292.5,304,16.9842539105134,18.5626853605074,19.4639357462749,20.3968198698761,22.1561030877114
"US-UMB",2008.5,"DBF",46,NA,NA,NA,292.5,408,17.8840324535507,19.3513273193227,20.1418478809636,21.0767228819799,22.9497677206607
"US-UMB",2009.5,"DBF",46,22,NA,NA,292.5,438,18.4601347935315,20.0101747801402,20.8259517341671,21.7600604621912,23.6773134339172
"US-UMB",2010.5,"DBF",46,NA,NA,NA,292.5,543,19.0985078028971,20.7268649822433,21.5860085238421,22.5725014596067,25.011771690328
"US-UMB",2011.5,"DBF",46,NA,NA,NA,292.5,352,19.829029664343,21.3083210315427,22.0829522819704,23.0702210935322,25.0504264484455
"US-UMB",2012.5,"DBF",46,NA,NA,NA,292.5,382,19.5589838732553,21.0703893236911,22.0865297546925,23.0050006589543,25.044635789797
"US-UMB",2013.5,"DBF",46,23,NA,NA,292.5,299,18.1676881101736,19.5609272158245,20.4858619594067,21.38221239529,23.3481001215843
"US-UMd",2007.5,"DBF",34,NA,NA,NA,337.5,1615,26.7560445356594,28.0775163917402,28.7387544654727,29.4575818533195,30.7760337817385
"US-UMd",2008.5,"DBF",34,NA,NA,NA,337.5,2082,26.4941413863088,27.7899671467359,28.4769233315631,29.116575650588,30.410240722969
"US-UMd",2009.5,"DBF",34,NA,NA,NA,337.5,1797,26.5637514927941,27.8638746677983,28.5379683209452,29.2815866122787,30.6199960980144
"US-UMd",2010.5,"DBF",34,NA,NA,NA,337.5,1612,26.7177213624811,28.0125426825169,28.671062854353,29.3336860188067,30.5547207860159
"US-UMd",2011.5,"DBF",34,NA,NA,NA,337.5,1417,26.2960348668828,27.5853695938964,28.2739980137676,28.9411754933076,30.2486799925554
"US-UMd",2012.5,"DBF",34,NA,NA,NA,337.5,1483,25.4867094320589,26.8840717703923,27.5548168841436,28.330320269073,29.7547375038569
"US-UMd",2013.5,"DBF",34,23,NA,NA,337.5,1496,25.3029322985753,26.5159524138772,27.211685446211,27.9578716862097,29.2455004360897
"US-WBW",1995.5,"DBF",36.9,NA,NA,NA,270,964,19.003639804126,20.2924190464346,21.0168004392047,21.9025428204274,23.6315208202555
"US-WBW",1996.5,"DBF",36.9,NA,NA,NA,247.5,777,21.3123464234646,22.7632129869811,23.5644623052926,24.3884231615455,25.7226440346674
"US-WBW",1997.5,"DBF",36.9,NA,NA,NA,247.5,789,20.6963213671236,21.9834196099961,22.6926496520561,23.4664854006762,25.0973775532591
"US-WBW",1998.5,"DBF",36.9,25,NA,NA,247.5,603,21.1889568727643,22.5870365713518,23.3875060810413,24.2085747706202,25.8743296670062
"US-WCr",1999.5,"DBF",29.6,17.9,25.7,NA,247.5,1572,22.1228461091505,23.074721427972,23.730600025562,24.3544627300748,25.5043003513979
"US-WCr",2000.5,"DBF",29.6,NA,NA,NA,247.5,1993,21.8136334462779,22.8688996597138,23.5369328582756,24.1509686052861,25.4818149363165
"US-WCr",2001.5,"DBF",29.6,NA,NA,NA,247.5,1425,21.3039317219399,22.453316257596,23.0436508784221,23.7537224125497,25.0135284229444
"US-WCr",2002.5,"DBF",29.6,NA,NA,NA,247.5,1735,22.05338095165,23.2512804400275,23.8561022592286,24.5067554423932,25.5555493572843
"US-WCr",2003.5,"DBF",29.6,NA,NA,NA,247.5,953,21.9787391593858,23.1062087290451,23.7500840847549,24.3948063395344,25.7942219026318
"US-WCr",2004.5,"DBF",29.6,NA,NA,NA,247.5,1798,22.4385317922868,23.5346514771912,24.2018221509908,24.8729012161167,26.1459373698999
"US-WCr",2005.5,"DBF",29.6,NA,NA,NA,247.5,1676,23.0238442523641,24.1472046867967,24.7945585001729,25.4580255939672,26.7244554415613
"US-WCr",2011.5,"DBF",29.6,NA,NA,NA,247.5,1719,23.573991386489,24.7435331893453,25.4118352756093,26.1113856853203,27.302180432858
"US-WCr",2012.5,"DBF",29.6,NA,NA,NA,247.5,1521,23.5776403165786,24.7873767255689,25.4580074640289,26.1085088318746,27.3181622372031
"US-WCr",2013.5,"DBF",29.6,18.4,28.3,NA,247.5,2130,22.2794494893216,23.4213507965223,24.0662928416232,24.7192042220535,25.8856778985083
"US-WCr",2014.5,"DBF",29.6,NA,NA,NA,247.5,2010,21.34438238114,22.5970516755422,23.1793655498023,23.8407510627138,24.9466329556046
"US-Wi3",2002.5,"DBF",26,NA,NA,NA,292.5,1632,26.2151696871563,26.6030698498429,26.8037015248161,27.0325835990411,27.4178736030489
"US-Wi3",2003.5,"DBF",26,21,NA,NA,315,1207,24.1006944946712,26.497557830609,27.0319848653697,27.2834975850149,27.6162366660291
