"YR","DOY","HR","Time.id","USTAR_1","WS_1","W_SIGMA_1","MO_LENGTH_1","WD_1","z0d","hc","zm_1"
2011,2,5,2011.003301,0.803,3.172,-9999,2629.4612722889,95.528,-9999,-9999,32
2011,2,5.5,2011.003358,0.663,2.927,-9999,3028.60242828721,89.593,-9999,-9999,32
2011,2,6,2011.003415,0.637,3.006,-9999,1782.66251286308,93.003,-9999,-9999,32
2011,2,6.5,2011.003472,0.551,2.811,-9999,1132.62406045655,90.033,-9999,-9999,32
2011,2,7,2011.003529,0.577,2.539,-9999,1980.79050805369,86.472,-9999,-9999,32
2011,2,7.5,2011.003586,0.549,2.469,-9999,764.314648304686,81.847,-9999,-9999,32
2011,2,8,2011.003643,0.435,2.322,-9999,403.899443099244,70.137,-9999,-9999,32
2011,2,8.5,2011.0037,0.473,2.23,-9999,595.590996903627,63.279,-9999,-9999,32
2011,2,9,2011.003757,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32
2011,2,9.5,2011.003814,0.762,2.846,-9999,-720.678261736539,72.874,-9999,-9999,32
2011,2,10,2011.003871,0.842,3.173,-9999,-581.61210331746,73.645,-9999,-9999,32
2011,2,10.5,2011.003928,0.676,3.511,-9999,-424.845812398186,83.722,-9999,-9999,32
2011,2,11,2011.003985,0.882,3.433,-9999,-481.938069023125,74.815,-9999,-9999,32
2011,2,11.5,2011.004041,0.736,3.008,-9999,-217.345886754486,73.731,-9999,-9999,32
2011,2,12,2011.004098,0.789,3.949,-9999,-425.74146221192,72.88,-9999,-9999,32
2011,2,12.5,2011.004155,0.796,3.384,-9999,-339.836077993476,61.014,-9999,-9999,32
2011,2,13,2011.004212,0.786,3.714,-9999,-319.71834917274,62.942,-9999,-9999,32
2011,2,13.5,2011.004269,0.925,3.222,-9999,-373.432395967285,62.125,-9999,-9999,32
2011,2,14,2011.004326,0.727,3.962,-9999,-352.852615478056,70.337,-9999,-9999,32
2011,2,14.5,2011.004383,0.853,3.847,-9999,-556.883178848794,63.226,-9999,-9999,32
2011,2,15,2011.00444,0.784,3.094,-9999,-493.769249528649,64.958,-9999,-9999,32
2011,2,15.5,2011.004497,0.992,3.963,-9999,-711.756114028566,65.502,-9999,-9999,32
2011,2,16,2011.004554,0.796,3.301,-9999,-989.256842935333,65.233,-9999,-9999,32
2011,2,16.5,2011.004611,0.827,4.004,-9999,-1107.97275533053,70.657,-9999,-9999,32
2011,2,17,2011.004668,0.734,3.377,-9999,-18326.211367389,65.418,-9999,-9999,32
2011,2,17.5,2011.004724,0.563,2.557,-9999,966.088360570446,61.841,-9999,-9999,32
2011,2,18,2011.004781,0.438,2.142,-9999,320.086195766718,57.213,-9999,-9999,32
2011,2,18.5,2011.004838,0.309,1.786,-9999,159.522736628633,55.457,-9999,-9999,32
2011,2,19,2011.004895,0.29,1.728,-9999,85.2574270700032,57.017,-9999,-9999,32
2011,2,19.5,2011.004952,0.342,1.854,-9999,133.233397227511,58.96,-9999,-9999,32
2011,2,20,2011.005009,0.409,2.187,-9999,167.723269146244,57.607,-9999,-9999,32
2011,2,20.5,2011.005066,0.42,2.203,-9999,211.528886001083,55.975,-9999,-9999,32
2011,2,21,2011.005123,0.369,1.991,-9999,124.61140682812,53.699,-9999,-9999,32
2011,2,21.5,2011.00518,0.336,2.133,-9999,108.258289631193,54.984,-9999,-9999,32
2011,2,22,2011.005237,0.338,1.977,-9999,107.963108069061,44.887,-9999,-9999,32
2011,2,22.5,2011.005294,0.34,2.061,-9999,135.8684513898,40.568,-9999,-9999,32
2011,2,23,2011.005351,0.397,2.29,-9999,165.456418285991,49.082,-9999,-9999,32
2011,2,23.5,2011.005408,0.365,2.151,-9999,159.420759817846,49.978,-9999,-9999,32
2011,2,24,2011.005464,0.35,2.096,-9999,147.042406194382,52.388,-9999,-9999,32
2011,3,0.5,2011.005521,0.367,1.969,-9999,145.595643373726,55.192,-9999,-9999,32
2011,3,1,2011.005578,0.345,2.176,-9999,131.406922220618,50.672,-9999,-9999,32
2011,3,1.5,2011.005635,0.359,2.192,-9999,190.082104168621,36.445,-9999,-9999,32
2011,3,2,2011.005692,0.35,2.018,-9999,121.221936339221,37.271,-9999,-9999,32
2011,3,2.5,2011.005749,0.32,2.12,-9999,155.402974519412,24.725,-9999,-9999,32
2011,3,3,2011.005806,0.385,2.415,-9999,200.082435928954,24.294,-9999,-9999,32
2011,3,3.5,2011.005863,0.517,2.6,-9999,294.053131532163,30.722,-9999,-9999,32
2011,3,4,2011.00592,0.476,2.287,-9999,239.915443078781,34.703,-9999,-9999,32
2011,3,4.5,2011.005977,0.402,2.213,-9999,206.229867352621,32.544,-9999,-9999,32
2011,3,5,2011.006034,0.414,2.366,-9999,264.87340204018,28.698,-9999,-9999,32
2011,3,5.5,2011.006091,0.481,2.35,-9999,347.355871241937,22.836,-9999,-9999,32
2011,3,6,2011.006148,0.457,2.454,-9999,294.821219537701,27.874,-9999,-9999,32
2011,3,6.5,2011.006204,0.451,2.354,-9999,271.686771015817,21.857,-9999,-9999,32
2011,3,7,2011.006261,0.475,2.508,-9999,314.40070467152,21.571,-9999,-9999,32
2011,3,7.5,2011.006318,0.501,2.391,-9999,352.967789561549,25.402,-9999,-9999,32
2011,3,8,2011.006375,0.434,2.475,-9999,247.253281373052,23.56,-9999,-9999,32
2011,3,8.5,2011.006432,0.411,2.303,-9999,226.575680912544,19.235,-9999,-9999,32
2011,3,9,2011.006489,0.546,2.807,-9999,548.479796806514,26.084,-9999,-9999,32
2011,3,9.5,2011.006546,0.633,2.721,-9999,-635.596519817865,29.581,-9999,-9999,32
2011,3,10,2011.006603,0.698,3.335,-9999,-561.831190788546,38.535,-9999,-9999,32
2011,3,10.5,2011.00666,0.763,3.463,-9999,-1166.31709586694,45.522,-9999,-9999,32
2011,3,11,2011.006717,0.848,3.78,-9999,-815.023265437553,45.215,-9999,-9999,32
2011,3,11.5,2011.006774,0.797,3.539,-9999,-338.528795269482,48.486,-9999,-9999,32
2011,3,12,2011.006831,1.038,4.141,-9999,-681.196630815224,50.589,-9999,-9999,32
2011,3,12.5,2011.006888,0.911,3.811,-9999,-500.671591226048,53.327,-9999,-9999,32
2011,3,13,2011.006944,0.826,4.12,-9999,-317.983215654205,60.752,-9999,-9999,32
2011,3,13.5,2011.007001,0.904,3.201,-9999,-341.934492463757,59.387,-9999,-9999,32
2011,3,14,2011.007058,0.989,3.797,-9999,-520.400592710707,66.597,-9999,-9999,32
2011,3,14.5,2011.007115,0.963,4.091,-9999,-604.330025928109,57.136,-9999,-9999,32
2011,3,15,2011.007172,1.001,4.896,-9999,-741.319819019166,52.003,-9999,-9999,32
2011,3,15.5,2011.007229,0.845,3.77,-9999,-544.718789234478,58.139,-9999,-9999,32
2011,3,16,2011.007286,0.959,4.168,-9999,-1033.56591469869,50.118,-9999,-9999,32
2011,3,16.5,2011.007343,0.785,3.327,-9999,-2181.84377427795,46.392,-9999,-9999,32
2011,3,17,2011.0074,0.672,2.874,-9999,3807.73472355535,41.858,-9999,-9999,32
2011,3,17.5,2011.007457,0.555,2.294,-9999,727.496450421259,42.584,-9999,-9999,32
2011,3,18,2011.007514,0.505,2.432,-9999,448.653083322159,39.096,-9999,-9999,32
2011,3,18.5,2011.007571,0.53,2.45,-9999,434.913110401529,36.901,-9999,-9999,32
2011,3,19,2011.007628,0.507,2.715,-9999,298.279926483937,35.655,-9999,-9999,32
2011,3,19.5,2011.007684,0.385,2.346,-9999,230.055763305236,30.645,-9999,-9999,32
2011,3,20,2011.007741,0.307,1.92,-9999,118.542230238069,34.84,-9999,-9999,32
2011,3,20.5,2011.007798,0.361,2.167,-9999,164.747421775265,29.33,-9999,-9999,32
2011,3,21,2011.007855,0.38,1.977,-9999,227.514137685647,29.101,-9999,-9999,32
2011,3,21.5,2011.007912,0.419,2.145,-9999,290.439624759858,38.604,-9999,-9999,32
2011,3,22,2011.007969,0.445,2.217,-9999,416.65184088984,38.659,-9999,-9999,32
2011,3,22.5,2011.008026,0.496,2.581,-9999,310.339650997564,42.526,-9999,-9999,32
2011,3,23,2011.008083,0.555,2.765,-9999,556.674378354125,43.179,-9999,-9999,32
2011,3,23.5,2011.00814,0.79,3.565,-9999,1389.34557687976,46.087,-9999,-9999,32
2011,3,24,2011.008197,0.882,3.812,-9999,1677.09752124553,49.27,-9999,-9999,32
2011,4,0.5,2011.008254,0.763,3.794,-9999,1787.68190608816,49.899,-9999,-9999,32
2011,4,1,2011.008311,0.693,3.443,-9999,1326.34958377795,45.629,-9999,-9999,32
2011,4,1.5,2011.008367,0.722,3.397,-9999,2409.74579628084,43.97,-9999,-9999,32
2011,4,2,2011.008424,0.658,2.969,-9999,1510.54223518227,44.899,-9999,-9999,32
2011,4,2.5,2011.008481,0.693,3.11,-9999,1795.46969762479,45.406,-9999,-9999,32
2011,4,3,2011.008538,0.701,3.111,-9999,1622.56110042844,45.113,-9999,-9999,32
2011,4,3.5,2011.008595,0.829,3.134,-9999,2921.2451004965,50.093,-9999,-9999,32
2011,4,4,2011.008652,0.662,2.764,-9999,1816.65904170621,49.953,-9999,-9999,32
2011,4,4.5,2011.008709,0.646,2.971,-9999,1311.76198024658,48.738,-9999,-9999,32
2011,4,5,2011.008766,0.614,2.922,-9999,1445.48178615597,41.011,-9999,-9999,32
2011,4,5.5,2011.008823,0.639,2.806,-9999,2043.86402654122,46.446,-9999,-9999,32
2011,4,6,2011.00888,0.526,2.548,-9999,1643.74760980283,47.486,-9999,-9999,32
2011,4,6.5,2011.008937,0.571,2.381,-9999,497.602728400355,53.807,-9999,-9999,32
2011,4,7,2011.008994,0.508,2.677,-9999,394.124743057365,51.71,-9999,-9999,32
2011,4,7.5,2011.009051,0.516,2.535,-9999,368.727739280967,55.472,-9999,-9999,32
2011,4,8,2011.009107,0.45,2.751,-9999,419.798814722668,58.147,-9999,-9999,32
2011,4,8.5,2011.009164,0.528,2.828,-9999,494.369115384609,63.358,-9999,-9999,32
2011,4,9,2011.009221,0.658,2.803,-9999,2489.88622708744,64.928,-9999,-9999,32
